sourceId,shortTitle,corpusStatus,corpusPath,mediaPath,validationPath
potin-recherches-ville-gournay-1842,"Potin de la Mairie, Recherches…ville de Gournay (1842)",partial,,sources/FS/Norman_additions/Recherches_historiques_sur_la_ville_de_G.pdf,
potts-monastic-revival-regional-identity-1997,"Potts, Monastic Revival and Regional Identity (1997)",not-captured,,,sources/validations/potts-monastic-revival-regional-identity-1997.md
powell-historie-cambria-1584,Powell -- Historie of Cambria (1584),external,,,
projet-conde-conquets-hue-gournay,"Projet ConDE, Conquets Hue de Gournay custom",none,,,
protestation-returns,Protestation Returns 1641–42,none,,,
records-first-church-dorchester-1891,"Records of the First Church at Dorchester, 1636-1734 (1891)",none,,,sources/validations/records-first-church-dorchester-1891.md
recueil-actes-henri-ii-delisle-berger-introduction,"Recueil des actes de Henri II, Delisle/Berger, Introduction (1909)",full,sources/corpus_supplement/actes-henri-ii-delisle-berger-introduction-gournay-extracts.md,,sources/validations/recueil-actes-henri-ii-delisle-berger-introduction.md
recueil-actes-henri-ii-delisle-berger-vol-1,"Recueil des actes de Henri II, Delisle/Berger, vol. 1 (1916)",full,sources/corpus_supplement/actes-henri-ii-delisle-berger-vol1-text.md,sources/media/recueildesactesd01grea.pdf,
recueil-actes-henri-ii-delisle-berger-vol-2,"Recueil des actes de Henri II, Delisle/Berger, vol. 2 (1920)",full,sources/corpus_supplement/actes-henri-ii-delisle-berger-vol2-text.md,sources/media/recueildesactesd02grea.pdf,
redbook-exchequer-hall-v1,"Red Book of the Exchequer, vol. 1 (Hall)",full,sources/corpus_supplement/redbook-exchequer-hall-v1-dammartin-gournay-cartae.md,,
regesta-rano,Regesta Regum Anglo-Normannorum (Bates),none,,,
registrum-roffense-1769,Registrum Roffense (Thorpe),full,sources/corpus_supplement/registrum-roffense-addington-gurnay-extracts.md,,
rhgf-vol-15-1878,"Recueil des historiens des Gaules et de la France, tome 15 (1878 ed.)",full,sources/corpus_supplement/rhgf-vol15-1878-hocr-text.md,sources/media/rhgf-vol15-1878.pdf,
richardson-sgm-soc-genealogy-medieval-2002,Richardson SGM 2002 -- Walter not son of Gerard,external,,,
rigler-genealogy-notes-c1980,"Rigler genealogy notes (worksheets, c. 1980)",partial,sources/corpus_supplement/rigler-genealogy-notes-c1980-worksheets-extract.md,sources/media/rigler-genealogy-notes-c1980/,sources/validations/rigler-genealogy-notes-c1980.md
rigler-gurney-family-aaron-zuinglius-1994,"Rigler, Gurney family from Aaron to Zuinglius",partial,sources/corpus_supplement/rigler-gurney-aaron-zuinglius-g9-g12-extract.md,sources/media/rigler-gurney-family-aaron-zuinglius-1994/,sources/validations/rigler-gurney-family-aaron-zuinglius-1994.md
rising-millican-norwich-apprentices-index-nrs29-1959,"Rising & Millican, Index of Indentures of Norwich Apprentices (NRS 29)",partial,sources/corpus_supplement/millican-norwich-freemen-apprentices-gurney-extracts.md,,sources/validations/millican-norwich-freemen-and-apprentices-indexes.md
rollco-drapers-gurney-old-change-cluster,ROLLCO Drapers - Robert and John Gurney Old Change cluster,full,sources/corpus_supplement/rollco-drapers-gurney-old-change-cluster.md,,sources/validations/rollco-drapers-gurney-old-change-cluster.md
rollco-other-companies-gurney-1573-1653,"ROLLCO - Gurney events in Clothworkers, Tallow Chandlers, Mercers (1573-1653)",full,sources/corpus_supplement/rollco-other-companies-gurney-1573-1653.md,,sources/validations/rollco-other-companies-gurney-1573-1653.md
rollco-stationers-gurney-1613-1626,ROLLCO Stationers - John Gurney 1613 binding and Robert Gurney 1616-1626 apprenticeship sequence,partial,sources/corpus_supplement/rollco-stationers-gurney-1613-1626.md,,sources/validations/rollco-stationers-gurney-1613-1626.md
rollco-stationers-hunscott-cluster,ROLLCO Stationers - Joseph Hunscott cluster,partial,sources/corpus_supplement/rollco-stationers-hunscott-cluster.md,,sources/validations/rollco-stationers-hunscott-cluster.md
rotuli-hundredorum-record-commission-1812,"Rotuli Hundredorum, vol. 1",none,,,sources/validations/rotuli-hundredorum-record-commission-1812.md
rudder-gloucestershire-1779,"Rudder, A New History of Gloucestershire (1779)",supplement,sources/corpus_supplement/rudder-gloucestershire-1779-gurney-extracts.md,,sources/validations/rudder-gloucestershire-1779.md
rye-feet-of-fines-norfolk,"Rye, Short Calendar of the Feet of Fines for Norfolk (Parts I-II)",extract,sources/corpus/rye-feet-of-fines-norfolk-part2.txt,,sources/validations/rye-feet-of-fines-norfolk.md
rye-index-rerum-norfolk-antiquities-1910,"Index Rerum to Norfolk Antiquities (Rye, 1910)",partial,,,sources/validations/rye-index-rerum-norfolk-antiquities-1910.md
rye-norfolk-antiquarian,"Rye, Norfolk Antiquarian — Gurneys of Norwich",full,sources/corpus/norfolk-antiquarian-gurneys-of-norwich.md,,
rye-visitacion-norffolk-1891,"Rye, Visitacion of Norffolk (1891)",partial,sources/corpus_supplement/rye-visitacion-norffolk-1891-gurney-selected-pages.md,sources/media/rye-visitacion-norffolk-1891/,sources/validations/rye-visitacion-norffolk-1891.md
saint-leu-esserent-cartulary-muller,"Cartulaire du prieure de Saint-Leu d'Esserent (1080-1538), ed. Muller",external,,,
sanhs-excursions-1907-apocryphal-book-dan,SANHS Excursions: Apocryphal Book of Dan note,partial,,,sources/validations/sanhs-excursions-1907-apocryphal-book-dan.md
savage-dictionary,"Savage, Genealogical Dictionary",none,,,
shedd-daniel-shed-genealogy-1920,"Shedd, Daniel Shed Genealogy (1920)",partial,,,
shepard-spicksley-worth-age-2011,"Shepard & Spicksley, Worth, age & social status (2011)",none,,,
spr-case-338-john-gurney-probate-1663,SPR Case #338 - John Gurney probate inventory,partial,sources/corpus_supplement/john-gurney-probate-inventory-spr-case-338.md,sources/media/John Gurney Probate/102840311_00516.jpg,
sprague-braintree,"Sprague, Genealogies of Braintree",none,,,
st-benet-fink-register,"St Benet Fink register, London",none,,,sources/validations/st-benet-fink-register.md
st-mary-maldon-register,St Mary's Maldon register,none,,,
stirnet-gurney-pedigree,Stirnet -- Pedigree of the Gournays of Norfolk,none,,,
suffolk-county-court-records-1671-1680-csm-29-30,"Records of the Suffolk County Court, 1671-1680 (CSM 29-30, 1933)",none,,,sources/validations/suffolk-county-court-records-1671-1680-csm-29-30.md
suffolk-deeds-liber-12-1902,"Suffolk Deeds, Liber XII (1902)",supplement,sources/corpus_supplement/suffolk-deeds-liber-xii-gurnell-dorchester.md,,sources/validations/suffolk-deeds-liber-12-1902.md
suffolk-deeds-liber-i-1880,"Suffolk Deeds, Liber I (1880)",none,,,sources/validations/suffolk-deeds-liber-i-1880.md
suffolk-deeds-liber-iv-1888,"Suffolk Deeds, Liber IV (1888)",partial,sources/corpus_supplement/suffolk-deeds-liber-iv-1888-gurney-extracts.md,,sources/validations/suffolk-deeds-liber-iv-1888.md
suffolk-institute-proceedings-v1,"Proceedings of the Suffolk Institute of Archaeology, vol. 1 (1853)",none,,,
suffolk-probate-index-v2-1895,"Suffolk Probate Index, vol. 2",none,,,sources/validations/suffolk-probate-index-v2-1895.md
suffolk-visitations-metcalfe-1882,"Metcalfe, Visitations of Suffolk",extract,sources/corpus_supplement/ryvett-suffolk-visitation-pedigrees-metcalfe.md,,sources/validations/suffolk-visitations-metcalfe-1882.md
suger-vie-louis-le-gros,"Suger, Vie de Louis le Gros",external,,,
swann-chethams-library-ms-a4-15-2016,"Swann, Chetham's Library MS A.4.15",partial,sources/corpus_supplement/jnr-chethams-library-ms-a4-15-henry-gurney.md,,sources/validations/swann-chethams-library-ms-a4-15-2016.md
tag-10-70,"Holman, Grissell of the Many Marriages",none,,,
taunton-vital-records-to-1850-vol2-marriages-1928,"Vital Records of Taunton, Mass., to 1850, vol. 2 (Marriages, 1928)",none,,,sources/validations/taunton-vital-records-to-1850-vol2-marriages-1928.md
thompson-mobility-migration-1994,"Thompson, Mobility and Migration (1994)",none,,,
thoms-anecdotes-traditions-1839,"Thoms, Anecdotes and Traditions",none,,,sources/validations/thoms-anecdotes-traditions-1839.md
three-hundred-years-norman-house,"Hannay, Three Hundred Years of a Norman House",full,sources/corpus/threehundredyear00hann - THEEE HUNDRED YEAES OF A NORMAN HOUSE.txt,,
tna-a2a-705-349-aylesbury-1483-grant,"TNA A2A 705:349/12946/495200 — Aylesbury grant, 4 April 1483",none,,,
tna-dl-42-2-33-5-richard-i-canville-nicholaa-de-la-haye,TNA DL 42/2/33/5 — Richard I grant to Gerard de Canville and Nicholaa de la Haye,none,,,
tna-e115-180-113-certificate-of-residence-1641,"TNA E 115/180/113 - certificate of residence, John Gurney, 1641",deferred,,,sources/validations/tna-e115-180-113-certificate-of-residence-1641.md
tna-e179-1661-london-poll-tax-deferred,"TNA E179 - 1661 Free and Voluntary Present, City of London (deferred image-pull target)",deferred,,,sources/validations/tna-e179-1661-london-poll-tax-deferred.md
tna-pcc-gurney-elimination-corpus,"TNA PCC Gurney probate corpus (1577-1682, elimination set)",partial,sources/corpus_supplement/tna-pcc-gurney-elimination-corpus.md,,
tna-pcc-probate,TNA PCC Probate Records,none,,,
tna-ward-c142-west-barsham-gurney-inquisitions,TNA WARD 7 & C 142 inquisitions for the West Barsham Gurneys (catalogue level),none,,,sources/validations/tna-ward-c142-west-barsham-gurney-inquisitions.md
torrey-new-england-marriages-prior-1700,"Torrey, New England Marriages Prior to 1700",partial,sources/corpus_supplement/torrey-new-england-marriages-prior-1700-page-331-gurney.md,,sources/validations/torrey-new-england-marriages-prior-1700.md
trevor-john-erpingham-1970,"Trevor John, 'Sir Thomas Erpingham, East Anglian Society and the Dynastic Revolution of 1399' (1970)",none,,,sources/validations/trevor-john-erpingham-1970.md
tyrwhitt-canterbury-tales-1798-v2,"Tyrwhitt ed., Canterbury Tales of Chaucer, vol. ii Notes (1798)",supplement,sources/corpus_supplement/tyrwhitt-canterbury-tales-1798-v2-matheu-gourney-epitaph.md,,sources/validations/tyrwhitt-canterbury-tales-1798-v2.md
ukda-9263-mt-apprentices-scott-2024,"Scott, Merchant Taylors' Apprentices 1583-1800 (UKDA-SN-9263)",full,sources/media/ukda-9263-merchant-taylors-apprentices/gurney-variants-extract.csv,sources/media/ukda-9263-merchant-taylors-apprentices/,sources/validations/ukda-9263-mt-apprentices-scott-2024.md
unicaen-scripta-selected-gournay-acts,SCRIPTA selected Gournay acts,partial,sources/corpus_supplement/unicaen-scripta-selected-gournay-acts.md,,sources/validations/unicaen-scripta-selected-gournay-acts.md
us-census-1940,"U.S. Federal Census, 1940",none,,,
us-public-records-1970-2009,"U.S. Public Records, 1970-2009",none,,,
vch-bucks-v3,VCH Bucks v3 (Stewkley manors),none,,,
vch-bucks-vol2-bledlow,VCH Buckinghamshire vol. 2 - Bledlow,none,,,sources/validations/vch-bucks-vol2-bledlow.md
vch-essex-vol4,"VCH Essex, vol. 4",extract,sources/corpus_supplement/vch-essex-vol4-norton-mandeville-extract.md,,
vch-glos-vol2-gaunts-hospital,"VCH Gloucestershire vol. 2 - Gaunt's Hospital (St Mark, Billeswick)",none,,,sources/validations/vch-glos-vol2-gaunts-hospital.md
vch-hants-vol4-wellow-gurnay,VCH Hampshire vol. 4 - East Wellow / Wellow Gurnay,none,,,sources/validations/vch-hants-vol4-wellow-gurnay.md
visitations-norfolk-harleian-32,Visitations of Norfolk 1563/1589/1613 (Harleian Soc. 32),none,,,sources/validations/visitations-norfolk-harleian-32.md
wace-roman-de-rou,"Wace, Roman de Rou",partial,,,
walker-lancastrian-affinity-1361-1399,"Walker, The Lancastrian Affinity 1361–1399",none,,,sources/validations/walker-lancastrian-affinity-1361-1399.md
wansey-medieval-genealogy-1925,"Wansey, ancient family of the Wanseys",none,,sources/media/1925_08Wansey_Family_Tree_Medieval_Genealogy.pdf,sources/validations/wansey-medieval-genealogy-1925.md
weymouth-classified-record-births-nash,"Classified Record of Weymouth Births (Nash copy, 1879)",none,,sources/media/weymouth-classified-record-births-nash/,
weymouth-classified-record-deaths-nash,"Classified Record of Weymouth Deaths (Nash copy, 1879)",none,,sources/media/weymouth-classified-record-deaths-nash/,
weymouth-land-grants-book-ms,Weymouth Land Grants book (MS),supplement,sources/corpus_supplement/weymouth-land-grants-book-1643-gurney-manuscript-extracts.md,,sources/validations/weymouth-land-grants-book-ms.md
wikipedia-en-hamelin-de-warenne,Wikipedia -- Hamelin de Warenne,external,,,
wikipedia-fr-famille-de-gournay,Wikipedia FR -- Famille de Gournay,external,,,
wikitree-brackett-20-richard-brackett,WikiTree Brackett-20 — Richard Brackett (1610-1690),none,,,sources/validations/wikitree-brackett-20-richard-brackett.md
wikitree-newgate-14-horningsheath,"WikiTree Newgate-14 — John Newgate of Horningsheath, Suffolk",none,,,sources/validations/wikitree-newgate-14-horningsheath.md
william-of-poitou-gesta-guillelmi,"William of Poitiers, Gesta Guillelmi",partial,,,
william-of-tyre-historia,"William of Tyre, Historia Rerum in Partibus Transmarinis Gestarum",external,,,
winthrop-history-new-england-addenda-1636,"Winthrop/Savage, History of New England Addenda",none,,,sources/validations/winthrop-history-new-england-addenda-1636.md
